epoch,train_loss,val_loss
1,3.3042376382010326,0.028138740688351028
2,3.3061833608718145,0.02815392000455383
3,3.296586070741926,0.028060915622305362
4,3.2812224342709495,0.028170781778105607
5,3.251934142339797,0.02872419864573377
6,3.2711786202022006,0.028332332770029705
7,3.290504909697033,0.028067158469071624
8,3.269527003878639,0.028245605898241623
9,3.271138690766834,0.028003132935111405
10,3.266803991226923,0.028751142904268088
11,3.274105185554141,0.02779446468285635
12,3.2444260006859187,0.02796939163343281
13,3.234903267451695,0.027619363568353313
14,3.249035051890782,0.028103531675135837
15,3.2245267232259116,0.028228679870037323
16,3.2493058840433755,0.02753746509552002
17,3.216572159812564,0.027634731421233915
18,3.2257138660975864,0.027604216379476777
19,3.2020094848814464,0.027472524778217287
20,3.227696861539568,0.027486679401803524
21,3.2300809110913957,0.027473102647362024
22,3.210224219730922,0.027371959483369866
23,3.214371158963158,0.027333641728610858
24,3.2012868835812522,0.027398333481863036
25,3.1795052006131126,0.027320850825478846
26,3.211887927282424,0.027315740466963313
27,3.17524596623012,0.027275578350040085
28,3.2143326827457974,0.027325535496921405
29,3.22677713348752,0.027366758238339256
30,3.178319976443336,0.027357561368468807
