epoch,train_loss,val_loss
1,3.0466698791041518,0.18986320241968682
2,3.0349384726900044,0.19062112789627508
3,3.0300777969938335,0.19090085672148577
4,3.0338277889020517,0.19038867316347488
5,3.0058672139138887,0.19042875918936222
6,2.9950732707977297,0.19000738690085445
7,3.0094345945300476,0.18945446082040773
8,2.98613739158168,0.18979466215093085
9,2.9734962622324628,0.18900671876068656
10,2.9867407871015144,0.1891319510784555
11,2.9798412583091043,0.1896556222692449
12,2.973151311007413,0.18991643909021472
13,2.9713882504087508,0.18967786283357768
14,2.9387757980462275,0.18952235558354263
15,2.947775158737645,0.1893121190104924
16,2.935843992233276,0.18903953090627143
